Email_ID,Sender_Email,Subject,Email_Length,Num_Links,Num_Special_Chars,Capital_Words,Has_Attachment,Spam
4029,user4028@gmail.com,Account Verification,89,2,0,9,0,0
4030,user4029@outlook.com,Security Alert,67,3,3,9,0,0
4031,user4030@yahoo.com,Meeting,24,2,3,4,0,0
4032,user4031@yahoo.com,Greetings,62,0,6,3,0,0
4033,user4032@gmail.com,Offer,165,4,21,9,0,1
4034,user4033@company.com,Win Prize,51,0,3,9,1,0
4035,user4034@company.com,Invoice,143,8,15,2,0,1
4036,user4035@company.com,Security Alert,123,0,2,2,1,0
4037,user4036@yahoo.com,Security Alert,89,0,6,7,0,0
4038,user4037@yahoo.com,Invoice,161,6,15,32,0,1
4039,user4038@gmail.com,Account Verification,54,0,3,4,1,0
4040,user4039@gmail.com,Win Prize,210,6,18,32,1,1
4041,user4040@outlook.com,Account Verification,83,0,1,3,1,0
4042,user4041@outlook.com,Security Alert,138,2,5,6,0,0
4043,user4042@outlook.com,Greetings,165,2,21,15,0,1
4044,user4043@gmail.com,Win Prize,151,6,-1,56,0,1
4045,user4044@company.com,Invoice,212,1,18,44,0,1
4046,user4045@outlook.com,Security Alert,38,1,3,1,0,0
4047,user4046@gmail.com,Project Update,90,1,3,2,0,0
4048,user4047@company.com,Account Verification,80,1,3,0,0,0
4049,user4048@company.com,Security Alert,98,0,3,0,0,0
4050,user4049@yahoo.com,Offer,95,3,4,2,0,0
4051,user4050@gmail.com,Offer,114,1,3,4,1,0
4052,user4051@gmail.com,Invoice,184,6,17,14,0,1
4053,user4052@gmail.com,Project Update,118,2,2,2,0,0
4054,user4053@yahoo.com,Invoice,191,3,19,16,1,1
4055,user4054@outlook.com,Win Prize,201,4,10,25,0,1
4056,user4055@outlook.com,Account Verification,66,1,0,5,0,0
4057,user4056@gmail.com,Offer,84,0,3,4,0,0
4058,user4057@gmail.com,Security Alert,189,3,14,26,0,1
4059,user4058@company.com,Account Verification,61,1,3,6,0,0
4060,user4059@outlook.com,Project Update,61,0,6,3,0,0
4061,user4060@yahoo.com,Security Alert,90,0,2,7,0,0
4062,user4061@gmail.com,Account Verification,39,0,1,7,0,0
4063,user4062@gmail.com,Greetings,91,0,3,3,0,0
4064,user4063@outlook.com,Win Prize,68,1,2,1,0,0
4065,user4064@outlook.com,Security Alert,136,1,18,3,1,1
4066,user4065@company.com,Greetings,95,1,5,1,0,0
4067,user4066@yahoo.com,Offer,81,3,2,3,1,0
4068,user4067@yahoo.com,Meeting,128,1,2,6,0,0
4069,user4068@outlook.com,Offer,106,3,3,8,0,0
4070,user4069@gmail.com,Offer,71,1,5,1,0,0
4071,user4070@company.com,Security Alert,100,2,2,1,0,0
4072,user4071@company.com,Offer,116,0,4,1,0,0
4073,user4072@company.com,Meeting,67,1,3,3,1,0
4074,user4073@outlook.com,Win Prize,183,4,10,43,0,1
4075,user4074@yahoo.com,Security Alert,61,2,3,7,1,0
4076,user4075@gmail.com,Win Prize,92,1,4,3,1,0
4077,user4076@company.com,Account Verification,105,1,4,6,0,0
4078,user4077@outlook.com,Win Prize,71,0,6,5,1,0
4079,user4078@gmail.com,Account Verification,93,1,6,3,0,0
4080,user4079@outlook.com,Account Verification,77,1,3,7,0,0
4081,user4080@company.com,Project Update,27,2,3,9,0,0
4082,user4081@company.com,Account Verification,110,1,5,1,1,0
4083,user4082@gmail.com,Offer,68,0,1,5,0,0
4084,user4083@outlook.com,Security Alert,182,2,18,50,1,1
4085,user4084@company.com,Invoice,172,7,18,16,1,1
4086,user4085@yahoo.com,Project Update,52,1,3,7,0,0
4087,user4086@gmail.com,Offer,113,1,1,9,0,0
4088,user4087@company.com,Win Prize,98,3,3,9,1,0
4089,user4088@yahoo.com,Greetings,105,0,4,4,0,0
4090,user4089@company.com,Offer,66,1,2,3,0,0
4091,user4090@yahoo.com,Security Alert,90,2,4,0,0,0
4092,user4091@yahoo.com,Security Alert,96,2,4,4,0,0
4093,user4092@gmail.com,Project Update,39,1,2,8,0,0
4094,user4093@gmail.com,Win Prize,85,0,7,4,0,0
4095,user4094@company.com,Account Verification,71,1,0,0,0,0
4096,user4095@yahoo.com,Meeting,114,0,9,1,0,0
4097,user4096@gmail.com,Project Update,58,0,1,4,0,0
4098,user4097@company.com,Win Prize,65,1,5,2,1,0
4099,user4098@gmail.com,Invoice,44,1,1,5,0,0
4100,user4099@outlook.com,Account Verification,171,3,13,13,1,1
4101,user4100@yahoo.com,Account Verification,75,2,4,9,0,0
4102,user4101@yahoo.com,Meeting,176,5,24,13,1,1
4103,user4102@gmail.com,Security Alert,250,6,20,6,0,1
4104,user4103@company.com,Greetings,124,2,4,2,0,0
4105,user4104@outlook.com,Win Prize,60,4,4,3,1,0
4106,user4105@company.com,Invoice,96,4,5,7,0,0
4107,user4106@company.com,Account Verification,190,5,17,13,0,1
4108,user4107@outlook.com,Greetings,106,0,1,0,0,0
4109,user4108@outlook.com,Meeting,196,2,14,38,1,1
4110,user4109@gmail.com,Invoice,69,3,3,4,0,0
4111,user4110@gmail.com,Invoice,76,1,1,4,0,0
4112,user4111@company.com,Security Alert,89,1,0,3,0,0
4113, ,Greetings,56,1,3,9,0,0
4114,user4113@outlook.com,Invoice,77,0,1,3,1,0
4115,user4114@yahoo.com,Account Verification,45,1,4,2,0,0
4116,user4115@company.com,Account Verification,120,1,0,4,0,0
4117,user4116@outlook.com,Win Prize,68,1,4,1,0,0
4118,user4117@gmail.com,Project Update,101,3,3,2,0,0
4119,user4118@gmail.com,Win Prize,65,1,3,6,0,0
4120,user4119@company.com,Meeting,74,1,5,2,1,0
4121,user4120@company.com,Greetings,94,0,5,6,0,0
4122,user4121@gmail.com,Invoice,227,3,13,47,1,1
4123,user4122@yahoo.com,Invoice,96,1,4,9,0,0
4124,user4123@yahoo.com,Win Prize,104,1,1,5,0,0
4125,user4124@gmail.com,Greetings,123,0,4,0,0,0
4126,user4125@outlook.com,Invoice,91,0,3,3,0,0
4127,user4126@gmail.com,Win Prize,96,0,1,0,0,0
4128,user4127@yahoo.com,Win Prize,82,0,3,7,0,0
4129,user4128@gmail.com,Offer,169,4,20,1,0,1
4130,user4129@gmail.com,Invoice,92,0,3,8,0,0
4131,user4130@gmail.com,Offer,43,0,2,9,0,0
4132,user4131@outlook.com,Win Prize,219,4,17,53,0,1
4133,user4132@company.com,Meeting,119,2,1,6,0,0
4134,user4133@yahoo.com,Offer,58,1,2,9,1,0
4135,user4134@gmail.com,Offer,148,7,19,51,0,1
4136,user4135@company.com,Win Prize,85,1,4,1,0,0
4137,user4136@company.com,Project Update,89,2,2,5,0,0
4138,user4137@outlook.com,Security Alert,210,5,14,7,0,1
4139,user4138@gmail.com,Meeting,102,0,2,9,0,0
4140,user4139@yahoo.com,Meeting,211,6,15,18,1,1
4141,user4140@yahoo.com,Win Prize,70,0,1,1,0,0
4142,user4141@outlook.com,Security Alert,226,4,20,13,0,1
4143,user4142@yahoo.com,Security Alert,186,6,9,10,1,1
4144,user4143@outlook.com,Offer,68,0,7,3,1,0
4145,user4144@yahoo.com,Account Verification,77,1,2,1,0,0
4146,user4145@gmail.com,Offer,80,2,4,2,0,0
4147,user4146@outlook.com,Account Verification,167,8,25,19,0,1
4148,user4147@yahoo.com,Account Verification,197,6,17,24,1,1
4149,user4148@company.com,Invoice,27,2,6,7,1,0
4150,user4149@outlook.com,Account Verification,58,1,2,5,0,0
4151,user4150@yahoo.com,Security Alert,117,0,3,6,0,0
4152,user4151@gmail.com,Offer,194,1,9,31,1,1
4153,user4152@yahoo.com,Project Update,,3,1,2,1,0
4154,user4153@yahoo.com,Account Verification,87,2,4,1,0,0
4155,user4154@yahoo.com,Project Update,102,0,4,7,0,0
4156,user4155@company.com,Account Verification,154,7,11,16,1,1
4157,user4156@gmail.com,Security Alert,168,3,9,11,1,1
4158,user4157@gmail.com,Offer,192,7,14,55,1,1
4159,user4158@gmail.com,Invoice,130,1,2,8,0,0
4160,user4159@company.com,Invoice,173,3,12,32,1,1
4161,user4160@outlook.com,Invoice,211,6,19,36,0,1
4162,user4161@outlook.com,Project Update,106,2,1,5,1,0
4163,user4162@outlook.com,Win Prize,48,1,2,7,0,0
4164,user4163@yahoo.com,Offer,112,1,2,2,0,0
4165,user4164@gmail.com,Invoice,85,0,4,3,0,0
4166,user4165@company.com,Security Alert,202,6,11,44,1,1
4167,user4166@company.com,Invoice,195,3,12,1,1,1
4168,user4167@gmail.com,Win Prize,53,0,5,2,0,0
4169,user4168@outlook.com,Greetings,199,5,24,58,1,1
4170,user4169@gmail.com,Project Update,95,3,4,4,0,0
4171,user4170@outlook.com,Offer,83,1,3,8,0,0
4172,user4171@gmail.com,Meeting,83,0,4,4,0,0
4173,user4172@yahoo.com,Project Update,96,2,4,0,0,0
4174,user4173@company.com,Win Prize,164,3,13,49,0,1
4175,user4174@outlook.com,Account Verification,193,5,17,29,1,1
4176,user4175@company.com,Win Prize,179,3,18,38,1,1
4177,user4176@outlook.com,Meeting,87,0,3,5,0,0
4178,user4177@yahoo.com,Win Prize,126,0,3,8,0,0
4179,user4178@yahoo.com,Account Verification,113,2,5,7,0,0
4180,user4179@outlook.com,Meeting,195,5,13,36,0,1
4181,user4180@outlook.com,Security Alert,172,3,22,44,0,1
4182,user4181@company.com,Greetings,72,0,0,5,0,0
4183,user4182@yahoo.com,Greetings,88,2,4,7,0,0
4184,user4183@outlook.com,Greetings,226,5,18,1,1,1
4185,user4184@outlook.com,Offer,96,1,1,7,0,0
4186,user4185@company.com,Security Alert,67,0,5,4,0,0
4187,user4186@outlook.com,Invoice,105,2,3,5,1,0
4188,user4187@outlook.com,Account Verification,194,5,21,22,1,1
4189,user4188@outlook.com,Invoice,62,2,2,4,0,0
4190,user4189@gmail.com,Invoice,49,3,1,9,0,0
4191,user4190@yahoo.com,Invoice,161,99,10,13,0,1
4192,user4191@yahoo.com,Meeting,224,3,9,25,1,1
4193,user4192@gmail.com,Offer,85,2,3,0,0,0
4194,user4193@company.com,Meeting,191,5,11,37,1,1
4195,user4194@company.com,Win Prize,67,1,3,3,1,0
4196,user4195@company.com,Greetings,174,4,15,18,0,1
4197,user4196@gmail.com,Account Verification,86,2,2,0,0,0
4198,user4197@gmail.com,Security Alert,72,1,1,6,0,0
4199,user4198@gmail.com,Account Verification,193,1,18,31,0,1
4200,user4199@outlook.com,Security Alert,88,0,2,8,1,0
4201,user4200@gmail.com,Greetings,181,5,19,50,1,1
4202,user4201@yahoo.com,Security Alert,82,2,4,3,0,0
4203,user4202@yahoo.com,Invoice,141,0,3,4,0,0
4204,user4203@outlook.com,Win Prize,86,2,5,0,0,0
4205,user4204@outlook.com,Meeting,67,2,5,6,1,0
4206,user4205@company.com,Greetings,67,2,1,7,0,0
4207,user4206@company.com,Win Prize,210,4,11,53,1,1
4208,user4207@outlook.com,Invoice,131,5,12,56,0,1
4209,user4208@outlook.com,Security Alert,45,0,4,5,0,0
4210,user4209@gmail.com,Offer,72,2,2,1,0,0
4211,user4210@outlook.com,Greetings,55,1,4,3,0,0
4212,user4211@outlook.com,Offer,70,2,4,3,0,0
4213,user4212@yahoo.com,Meeting,228,4,22,55,1,1
4214,user4213@company.com,Security Alert,196,7,15,56,0,1
4215,user4214@outlook.com,Meeting,210,4,15,30,1,1
4216,user4215@company.com,Greetings,162,5,18,2,1,1
4217,user4216@gmail.com,Project Update,171,4,11,35,1,1
4218,user4217@gmail.com,Greetings,178,5,11,32,0,1
4219,user4218@outlook.com,Offer,118,0,2,1,0,0
4220,user4219@outlook.com,Invoice,86,1,3,8,0,0
4221,user4220@gmail.com,Project Update,149,5,18,38,1,1
4222,user4221@yahoo.com,Account Verification,188,6,16,47,0,1
4223,user4222@outlook.com,Meeting,141,5,19,28,1,1
4224,user4223@gmail.com,Account Verification,90,2,1,0,0,0
4225,user4224@company.com,Security Alert,47,0,2,2,0,0
4226,user4225@gmail.com,Win Prize,78,2,0,3,1,0
4227,user4226@company.com,Invoice,175,8,13,42,0,1
4228,user4227@company.com,Meeting,141,4,26,5,0,1
4229,user4228@yahoo.com,Offer,76,1,3,7,0,0
4230,user4229@yahoo.com,Greetings,108,0,2,3,0,0
4231,user4230@company.com,Project Update,152,6,19,4,0,1
4232,user4231@outlook.com,Project Update,80,3,2,5,0,0
4233,user4232@company.com,Win Prize,174,3,19,28,1,1
4234,user4233@outlook.com,Invoice,166,4,17,25,0,1
4235,user4234@company.com,Greetings,64,1,3,2,0,0
4236,user4235@yahoo.com,Win Prize,161,4,18,49,0,1
4237,user4236@outlook.com,Account Verification,73,0,4,4,0,0
4238,user4237@gmail.com,Project Update,85,1,2,9,0,0
4239,user4238@yahoo.com,Invoice,60,0,5,2,0,0
4240,user4239@yahoo.com,Offer,112,1,1,5,0,0
4241,user4240@gmail.com,Win Prize,82,4,0,6,0,0
4242,user4241@company.com,Account Verification,193,6,17,23,0,1
4243,user4242@outlook.com,Meeting,104,1,3,7,0,0
4244,user4243@yahoo.com,Security Alert,56,0,2,8,0,0
4245,user4244@company.com,Offer,84,2,2,0,0,0
4246,user4245@gmail.com,Account Verification,97,0,4,6,0,0
4247,user4246@company.com,Greetings,124,1,2,8,0,0
4248,user4247@yahoo.com,Project Update,167,8,18,44,1,1
4249,user4248@company.com,Account Verification,195,7,12,35,0,1
4250,user4249@yahoo.com,Invoice,104,2,3,2,1,0
4251,user4250@gmail.com,Meeting,63,1,4,2,0,0
4252,user4251@yahoo.com,Win Prize,145,6,17,53,0,1
4253,user4252@outlook.com,Meeting,64,1,3,3,0,0
4254,user4253@yahoo.com,Meeting,181,4,17,49,0,1
4255,user4254@outlook.com,Account Verification,117,4,10,18,1,1
4256,user4255@gmail.com,Account Verification,73,2,4,0,0,0
4257,user4256@company.com,Offer,178,5,13,28,1,1
4258,user4257@outlook.com,Greetings,145,3,9,31,0,1
4259,user4258@gmail.com,Account Verification,88,1,1,3,1,0
4260,user4259@yahoo.com,Win Prize,115,1,3,9,0,0
4261,user4260@yahoo.com,Security Alert,67,1,4,9,1,0
4262,user4261@outlook.com,Invoice,48,4,5,0,0,0
4263,user4262@outlook.com,Security Alert,185,4,26,57,0,1
4264,user4263@company.com,Security Alert,69,1,1,5,1,0
4265,user4264@company.com,Invoice,108,0,1,0,0,0
4266,user4265@yahoo.com,Security Alert,131,6,22,7,0,1
4267,user4266@yahoo.com,Security Alert,201,2,21,46,0,1
4268,user4267@gmail.com,Win Prize,67,1,2,6,0,0
4269,user4268@company.com,Meeting,70,1,2,6,0,0
4270,user4269@outlook.com,Security Alert,72,2,2,4,0,0
4271,user4270@yahoo.com,Account Verification,39,0,2,8,0,0
4272,user4271@gmail.com,Security Alert,144,4,19,31,0,1
4273,user4272@gmail.com,Meeting,178,0,20,4,0,1
4274,user4273@company.com,Account Verification,103,1,1,8,0,0
4275,user4274@outlook.com,Security Alert,70,0,1,8,0,0
4276,user4275@yahoo.com,Project Update,62,1,1,8,1,0
4277,user4276@company.com,Greetings,174,8,13,7,0,1
4278,user4277@gmail.com,Account Verification,91,2,5,7,0,0
4279,user4278@gmail.com,Offer,91,1,2,6,1,0
4280,user4279@gmail.com,Offer,66,1,2,3,1,0
4281,user4280@outlook.com,Offer,71,0,6,1,0,0
4282,user4281@outlook.com,Account Verification,66,2,2,3,1,0
4283,user4282@yahoo.com,Project Update,104,1,1,0,0,0
4284,user4283@gmail.com,Win Prize,69,1,2,2,0,0
4285,user4284@gmail.com,Meeting,193,3,14,59,1,1
4286,user4285@gmail.com,Project Update,176,5,17,4,0,1
4287,user4286@yahoo.com,Offer,93,0,6,6,1,0
4288,user4287@company.com,Offer,172,6,15,25,1,1
4289,user4288@gmail.com,Account Verification,217,4,11,31,0,1
4290,user4289@yahoo.com,Offer,228,3,6,56,0,1
4291,user4290@company.com,Project Update,125,1,3,4,1,0
4292,user4291@outlook.com,Offer,109,2,1,1,0,0
4293,user4292@gmail.com,Invoice,54,0,3,1,1,0
4294,user4293@gmail.com,Win Prize,81,0,1,4,0,0
4295,user4294@outlook.com,Project Update,133,5,14,39,0,1
4296,user4295@outlook.com,Project Update,109,1,3,3,0,0
4297,user4296@yahoo.com,Offer,62,4,4,6,0,0
4298,user4297@yahoo.com,Account Verification,100,0,2,2,0,0
4299,user4298@gmail.com,Invoice,81,1,4,6,1,0
4300,user4299@yahoo.com,Invoice,85,1,7,6,0,0
4301,user4300@gmail.com,Security Alert,98,0,3,1,1,0
4302,user4301@yahoo.com,Greetings,191,4,15,21,0,1
4303,user4302@gmail.com,Invoice,128,0,1,5,0,0
4304,user4303@outlook.com,Offer,171,4,20,51,1,1
4305,user4304@company.com,Security Alert,115,1,2,3,0,0
4306,user4305@yahoo.com,Meeting,75,0,5,2,1,0
4307,user4306@yahoo.com,Security Alert,75,2,0,2,0,0
4308,user4307@company.com,Offer,112,1,3,7,0,0
4309,user4308@outlook.com,Project Update,218,5,16,59,1,1
4310,user4309@company.com,Invoice,89,0,3,1,0,0
4311,user4310@company.com,Invoice,71,1,1,5,0,0
4312,user4311@company.com,Account Verification,55,1,3,5,0,0
4313,user4312@gmail.com,Win Prize,70,0,3,9,0,0
4314,user4313@outlook.com,Win Prize,74,2,1,5,0,0
4315,user4314@outlook.com,Meeting,186,12,17,5,1,1
4316,user4315@gmail.com,Security Alert,72,0,4,4,0,0
4317,user4316@company.com,Greetings,71,0,4,6,0,0
4318,user4317@gmail.com,Win Prize,85,0,6,8,0,0
4319,user4318@company.com,Account Verification,176,2,14,42,0,1
4320,user4319@company.com,Account Verification,195,6,10,27,0,1
4321,user4320@outlook.com,Security Alert,75,1,1,0,1,0
4322,user4321@yahoo.com,Meeting,54,0,0,1,0,0
4323,user4322@yahoo.com,Security Alert,47,1,5,6,0,0
4324,user4323@gmail.com,Greetings,77,2,4,8,0,0
4325,user4324@outlook.com,Offer,40,3,0,4,0,0
4326,user4325@yahoo.com,Offer,,1,4,1,0,0
4327,user4326@outlook.com,Invoice,212,6,21,46,0,1
4328,user4327@yahoo.com,Security Alert,107,0,4,8,0,0
4329,user4328@gmail.com,Security Alert,193,5,13,11,0,1
4330,user4329@outlook.com,Meeting,161,4,14,31,1,1
4331,user4330@yahoo.com,Offer,78,0,2,0,0,0
4332,user4331@yahoo.com,Offer,34,3,0,3,0,0
4333,user4332@gmail.com,Security Alert,63,0,1,0,0,0
4334,user4333@yahoo.com,Invoice,104,0,3,8,0,0
4335,user4334@gmail.com,Project Update,92,2,2,4,0,0
4336,user4335@outlook.com,Project Update,209,2,14,36,0,1
4337,user4336@gmail.com,Offer,86,0,0,1,0,0
4338,user4337@yahoo.com,Account Verification,150,5,11,52,0,1
4339,user4338@outlook.com,Project Update,147,8,13,43,0,1
4340,user4339@gmail.com,Meeting,167,5,18,26,0,1
4341,user4340@outlook.com,Security Alert,205,6,11,48,1,1
4342,user4341@outlook.com,Win Prize,98,0,2,4,0,0
4343,user4342@outlook.com,Meeting,73,0,4,0,0,0
4344,user4343@gmail.com,Account Verification,79,0,1,6,0,0
4345,user4344@outlook.com,Security Alert,131,2,2,1,0,0
4346,user4345@company.com,Security Alert,193,6,17,5,0,1
4347,user4346@outlook.com,Offer,126,1,3,8,0,0
4348,user4347@yahoo.com,Account Verification,83,1,2,7,1,0
4349,user4348@yahoo.com,Greetings,80,1,3,0,0,0
4350,user4349@yahoo.com,Account Verification,169,3,11,27,0,1
4351,user4350@outlook.com,Win Prize,66,2,2,8,0,0
4352,user4351@company.com,Invoice,96,2,1,9,0,0
4353,user4352@company.com,Win Prize,116,3,1,7,1,0
4354,user4353@company.com,Win Prize,83,2,5,2,0,0
4355,user4354@yahoo.com,Security Alert,52,0,-1,0,1,0
4356,user4355@company.com,Win Prize,188,4,10,40,0,1
4357,user4356@outlook.com,Meeting,155,4,12,48,0,1
4358,user4357@outlook.com,Win Prize,166,6,12,12,1,1
4359,user4358@yahoo.com,Account Verification,92,1,2,6,0,0
4360,user4359@yahoo.com,Invoice,49,0,3,7,0,0
4361,user4360@yahoo.com,Invoice,79,1,5,9,0,0
4362,user4361@company.com,Security Alert,169,5,14,32,1,1
4363,user4362@company.com,Account Verification,205,5,15,27,1,1
4364,user4363@gmail.com,Win Prize,97,1,3,8,0,0
4365,user4364@gmail.com,Invoice,87,2,1,8,0,0
4366,user4365@company.com,Account Verification,126,0,4,0,0,0
4367,user4366@gmail.com,Invoice,90,0,5,3,0,0
4368,user4367@gmail.com,Meeting,177,5,17,53,0,1
4369,user4368@yahoo.com,Security Alert,95,0,4,5,0,0
4370, ,Offer,46,2,3,0,0,0
4371,user4370@yahoo.com,Meeting,68,0,1,1,0,0
4372,user4371@gmail.com,Invoice,50,0,3,6,0,0
4373,user4372@outlook.com,Invoice,77,0,2,6,1,0
4374,user4373@yahoo.com,Win Prize,87,3,2,4,0,0
4375,user4374@company.com,Greetings,69,1,3,9,0,0
4376,user4375@yahoo.com,Offer,89,2,2,0,0,0
4377,user4376@outlook.com,Greetings,49,2,4,2,1,0
4378,user4377@yahoo.com,Security Alert,180,7,22,31,0,1
4379,user4378@gmail.com,Offer,172,11,14,27,1,1
4380,user4379@gmail.com,Meeting,45,3,1,8,0,0
4381,user4380@gmail.com,Invoice,191,4,11,12,1,1
4382,user4381@outlook.com,Invoice,98,0,6,0,0,0
4383,user4382@company.com,Win Prize,52,1,3,9,0,0
4384,user4383@gmail.com,Security Alert,75,1,2,9,0,0
4385,user4384@gmail.com,Security Alert,207,3,16,43,1,1
4386,user4385@company.com,Account Verification,69,0,3,2,1,0
4387,user4386@yahoo.com,Project Update,112,1,4,3,0,0
4388,user4387@outlook.com,Security Alert,77,1,0,1,0,0
4389,user4388@company.com,Invoice,89,0,3,2,1,0
4390,user4389@company.com,Win Prize,68,1,3,7,0,0
4391,user4390@gmail.com,Security Alert,88,0,4,5,0,0
4392,user4391@gmail.com,Offer,198,4,14,43,1,1
4393,user4392@outlook.com,Invoice,162,5,17,55,1,1
4394,user4393@outlook.com,Invoice,122,1,2,6,0,0
4395,user4394@outlook.com,Invoice,54,0,6,5,0,0
4396,user4395@gmail.com,Win Prize,126,1,2,1,1,0
4397,user4396@yahoo.com,Account Verification,187,3,12,54,1,1
4398,user4397@outlook.com,Win Prize,210,6,15,4,0,1
4399,user4398@company.com,Win Prize,110,1,5,2,1,0
4400,user4399@outlook.com,Offer,97,0,1,5,0,0
4401,user4400@outlook.com,Invoice,96,2,3,6,0,0
4402,user4401@outlook.com,Greetings,70,1,2,1,1,0
4403,user4402@outlook.com,Offer,161,2,15,40,1,1
4404,user4403@gmail.com,Meeting,75,2,2,3,0,0
4405,user4404@yahoo.com,Win Prize,47,0,3,7,0,0
4406,user4405@outlook.com,Win Prize,166,6,14,33,0,1
4407,user4406@company.com,Greetings,31,0,4,1,0,0
4408,user4407@company.com,Invoice,133,3,7,0,1,0
4409,user4408@gmail.com,Account Verification,41,0,2,9,0,0
4410,user4409@outlook.com,Win Prize,174,3,17,48,0,1
4411,user4410@gmail.com,Project Update,115,0,6,4,0,0
4412,user4411@yahoo.com,Win Prize,80,2,2,8,0,0
4413,user4412@company.com,Project Update,67,0,3,6,0,0
4414,user4413@outlook.com,Greetings,173,5,21,33,1,1
4415,user4414@company.com,Greetings,105,1,3,1,0,0
4416,user4415@company.com,Project Update,149,5,22,0,1,1
4417,user4416@yahoo.com,Security Alert,52,1,2,0,0,0
4418,user4417@company.com,Account Verification,108,1,4,0,0,0
4419,user4418@company.com,Greetings,189,4,24,7,1,1
4420,user4419@yahoo.com,Account Verification,73,2,3,5,0,0
4421,user4420@gmail.com,Account Verification,175,3,20,6,0,1
4422,user4421@yahoo.com,Invoice,102,1,5,8,0,0
4423,user4422@yahoo.com,Project Update,64,0,3,6,0,0
4424,user4423@gmail.com,Security Alert,87,0,1,7,0,0
4425,user4424@gmail.com,Project Update,176,3,15,46,0,1
4426,user4425@company.com,Win Prize,77,1,5,5,1,0
4427,user4426@gmail.com,Meeting,81,0,7,9,0,0
4428,user4427@outlook.com,Project Update,74,3,1,0,0,0
4429,user4428@yahoo.com,Offer,72,1,3,6,0,0
4430,user4429@company.com,Win Prize,32,2,5,0,0,0
4431,user4430@company.com,Security Alert,162,5,15,20,0,1
4432,user4431@yahoo.com,Security Alert,121,1,1,9,0,0
4433,user4432@gmail.com,Win Prize,66,4,4,7,0,0
4434,user4433@gmail.com,Win Prize,50,1,2,9,0,0
4435,user4434@company.com,Meeting,38,2,1,4,0,0
4436,user4435@company.com,Project Update,186,1,16,33,0,1
4437,user4436@gmail.com,Invoice,49,0,0,4,0,0
4438,user4437@gmail.com,Greetings,85,0,5,9,0,0
4439,user4438@yahoo.com,Meeting,79,0,2,1,0,0
4440,user4439@yahoo.com,Project Update,155,5,17,14,0,1
4441,user4440@yahoo.com,Invoice,199,1,7,55,1,1
4442,user4441@yahoo.com,Invoice,97,1,0,6,0,0
4443,user4442@gmail.com,Account Verification,114,0,4,0,0,0
4444,user4443@yahoo.com,Win Prize,206,9,15,53,1,1
4445,user4444@company.com,Win Prize,77,3,1,0,0,0
4446,user4445@outlook.com,Greetings,83,0,2,6,1,0
4447,user4446@company.com,Project Update,159,7,16,56,0,1
4448,user4447@company.com,Meeting,100,2,2,3,0,0
4449,user4448@outlook.com,Invoice,49,0,5,2,1,0
4450,user4449@yahoo.com,Meeting,83,0,4,8,1,0
4451,user4450@gmail.com,Win Prize,160,11,14,2,1,1
4452,user4451@yahoo.com,Meeting,48,0,0,7,0,0
4453,user4452@company.com,Account Verification,202,5,19,44,0,1
4454,user4453@company.com,Offer,46,0,3,2,1,0
4455,user4454@outlook.com,Security Alert,53,0,8,0,0,0
4456,user4455@company.com,Win Prize,39,1,4,7,0,0
4457,user4456@outlook.com,Invoice,84,1,0,4,0,0
4458,user4457@company.com,Win Prize,95,1,1,9,0,0
4459,user4458@yahoo.com,Account Verification,122,0,1,7,0,0
4460,user4459@gmail.com,Security Alert,55,0,6,4,0,0
4461,user4460@company.com,Win Prize,34,0,4,9,0,0
4462,user4461@gmail.com,Greetings,223,7,18,57,0,1
4463,user4462@company.com,Project Update,156,3,16,34,0,1
4464,user4463@company.com,Account Verification,219,3,17,52,1,1
4465,user4464@yahoo.com,Meeting,79,3,9,7,1,0
4466,user4465@outlook.com,Account Verification,52,0,4,3,0,0
4467,user4466@yahoo.com,Offer,184,8,16,10,1,1
4468,user4467@gmail.com,Invoice,197,3,11,54,0,1
4469,user4468@gmail.com,Project Update,175,3,13,35,1,1
4470,user4469@outlook.com,Meeting,94,0,1,0,0,0
4471,user4470@yahoo.com,Offer,171,1,15,46,0,1
4472,user4471@yahoo.com,Invoice,60,2,3,1,0,0
4473,user4472@gmail.com,Security Alert,48,0,8,9,1,0
4474,user4473@gmail.com,Offer,192,5,15,11,0,1
4475,user4474@yahoo.com,Security Alert,196,5,20,3,1,1
4476,user4475@gmail.com,Security Alert,75,0,3,9,0,0
4477,user4476@outlook.com,Invoice,158,4,13,1,0,1
4478,user4477@gmail.com,Greetings,96,1,5,5,0,0
4479,user4478@gmail.com,Meeting,187,4,17,36,0,1
4480,user4479@outlook.com,Invoice,62,0,5,8,0,0
4481,user4480@outlook.com,Meeting,173,2,18,39,0,1
4482,user4481@outlook.com,Offer,107,3,2,0,0,0
4483,user4482@company.com,Security Alert,174,1,11,34,0,1
4484,user4483@outlook.com,Account Verification,87,3,4,0,0,0
4485,user4484@outlook.com,Win Prize,69,0,3,4,0,0
4486,user4485@gmail.com,Project Update,183,3,14,11,0,1
4487,user4486@company.com,Invoice,75,1,1,5,0,0
4488,user4487@yahoo.com,Meeting,197,4,10,44,0,1
4489,user4488@company.com,Greetings,180,2,18,21,0,1
4490,user4489@gmail.com,Offer,32,0,3,5,0,0
4491,user4490@yahoo.com,Win Prize,58,1,3,1,0,0
4492,user4491@company.com,Invoice,101,0,3,2,0,0
